0,10,ИКБО-01-20,2022-02-18 13:16:58.637975,2
0,17,ИКБО-01-20,2022-02-18 13:17:39.239563,2
0,20,ИКБО-01-20,2022-02-18 13:18:30.881553,2
0,24,ИКБО-01-20,2022-02-18 13:18:41.499881,2
0,22,ИКБО-01-20,2022-02-18 13:20:20.394547,2
0,27,ИКБО-01-20,2022-02-18 13:20:28.350579,2
0,8,ИКБО-01-20,2022-02-18 13:20:44.111134,2
0,30,ИКБО-01-20,2022-02-18 13:23:22.872918,2
0,7,ИКБО-01-20,2022-02-18 13:24:09.885321,2
0,12,ИКБО-01-20,2022-02-18 13:24:12.225911,2
0,19,ИКБО-01-20,2022-02-18 13:24:20.457423,2
1,27,ИКБО-01-20,2022-02-18 13:24:42.704910,2
0,26,ИКБО-01-20,2022-02-18 13:26:02.664219,2
0,6,ИКБО-01-20,2022-02-18 13:27:45.331247,2
0,15,ИКБО-01-20,2022-02-18 13:32:36.047396,2
0,9,ИКБО-01-20,2022-02-18 13:34:18.958838,2
0,4,ИКБО-01-20,2022-02-18 13:35:24.452954,2
2,27,ИКБО-01-20,2022-02-18 13:35:33.092905,2
2,10,ИКБО-01-20,2022-02-18 13:35:54.296495,2
1,26,ИКБО-01-20,2022-02-18 13:36:05.124078,2
2,12,ИКБО-01-20,2022-02-18 13:36:18.842238,2
2,17,ИКБО-01-20,2022-02-18 13:36:26.251605,2
2,4,ИКБО-01-20,2022-02-18 13:37:21.543303,2
1,17,ИКБО-01-20,2022-02-18 13:37:49.086152,2
1,10,ИКБО-01-20,2022-02-18 13:39:45.741574,2
2,24,ИКБО-01-20,2022-02-18 13:39:58.344760,2
0,18,ИКБО-01-20,2022-02-18 13:41:39.353670,2
0,5,ИКБО-01-20,2022-02-18 13:41:50.134788,2
2,7,ИКБО-01-20,2022-02-18 13:52:07.539724,2
2,18,ИКБО-01-20,2022-02-18 13:52:21.088108,2
2,9,ИКБО-01-20,2022-02-18 13:52:21.965102,2
0,3,ИКБО-01-20,2022-02-18 13:53:32.674244,2
2,5,ИКБО-01-20,2022-02-18 13:54:42.553556,2
0,11,ИКБО-01-20,2022-02-18 13:55:11.108924,2
2,6,ИКБО-01-20,2022-02-18 13:56:22.882886,2
1,4,ИКБО-01-20,2022-02-18 13:57:04.136131,2
2,22,ИКБО-01-20,2022-02-18 14:00:05.032182,2
2,3,ИКБО-01-20,2022-02-18 14:01:52.103905,2
2,21,ИКБО-01-20,2022-02-18 14:05:19.287833,2
2,8,ИКБО-01-20,2022-02-18 14:06:02.581088,2
2,0,ИКБО-01-20,2022-02-18 14:06:02.658884,2
2,20,ИКБО-01-20,2022-02-18 14:06:33.344150,2
2,30,ИКБО-01-20,2022-02-18 14:08:00.898344,2
1,24,ИКБО-01-20,2022-02-18 14:08:02.494675,2
2,19,ИКБО-01-20,2022-02-18 14:08:59.968102,2
0,0,ИКБО-01-20,2022-02-18 14:28:09.350286,2
1,6,ИКБО-01-20,2022-02-18 14:31:03.746778,2
2,11,ИКБО-01-20,2022-02-18 14:31:17.179694,2
0,14,ИКБО-01-20,2022-02-18 14:39:50.021502,2
2,15,ИКБО-01-20,2022-02-18 14:42:47.060896,2
2,14,ИКБО-01-20,2022-02-18 14:48:38.868550,2
1,14,ИКБО-01-20,2022-02-18 14:50:07.821434,2
1,30,ИКБО-01-20,2022-02-20 01:20:09.945727,2
1,22,ИКБО-01-20,2022-02-20 01:40:46.898200,2
4,26,ИКБО-01-20,2022-02-20 02:27:21.698335,2
3,27,ИКБО-01-20,2022-02-20 22:08:47.234907,2
3,15,ИКБО-01-20,2022-02-20 22:09:07.008774,2
0,18,ИВБО-01-20,2022-02-20 22:15:01.304779,2
0,11,ИКБО-02-20,2022-02-20 22:16:33.539597,2
0,2,ИКБО-04-20,2022-02-20 22:17:24.988333,2
3,30,ИКБО-01-20,2022-02-20 22:18:36.686728,2
2,26,ИКБО-01-20,2022-02-20 22:22:39.653487,2
1,11,ИКБО-02-20,2022-02-20 22:23:40.352783,2
1,2,ИКБО-04-20,2022-02-20 22:23:59.311685,2
2,11,ИКБО-02-20,2022-02-20 22:30:45.757298,2
3,11,ИКБО-02-20,2022-02-20 22:35:08.657218,2
2,2,ИКБО-04-20,2022-02-20 22:36:53.751086,2
0,25,ИНБО-01-20,2022-02-20 22:39:54.525122,2
3,2,ИКБО-04-20,2022-02-20 22:42:36.026712,2
0,7,ИВБО-08-20,2022-02-20 22:42:56.563006,2
4,27,ИКБО-01-20,2022-02-20 22:44:19.095086,2
0,10,ИНБО-01-20,2022-02-20 22:44:42.785673,2
4,11,ИКБО-02-20,2022-02-20 22:48:31.959705,2
0,24,ИНБО-01-20,2022-02-20 22:50:34.923584,2
1,18,ИВБО-01-20,2022-02-20 22:54:50.756699,2
1,25,ИНБО-01-20,2022-02-20 22:54:53.331773,2
1,24,ИНБО-01-20,2022-02-20 22:55:20.525401,2
4,2,ИКБО-04-20,2022-02-20 22:56:07.925969,2
3,10,ИКБО-01-20,2022-02-20 22:57:36.359238,2
2,24,ИНБО-01-20,2022-02-20 22:58:12.103880,2
3,24,ИНБО-01-20,2022-02-20 23:00:18.773647,2
1,10,ИНБО-01-20,2022-02-20 23:02:39.772941,2
2,18,ИВБО-01-20,2022-02-20 23:02:57.282351,2
4,30,ИКБО-01-20,2022-02-20 23:07:04.607938,2
3,18,ИВБО-01-20,2022-02-20 23:07:24.210872,2
2,25,ИНБО-01-20,2022-02-20 23:09:19.410399,2
3,25,ИНБО-01-20,2022-02-20 23:13:22.289114,2
0,12,ИНБО-15-20,2022-02-20 23:17:08.555704,2
4,10,ИКБО-01-20,2022-02-20 23:17:46.604532,2
2,10,ИНБО-01-20,2022-02-20 23:19:16.346005,2
4,18,ИВБО-01-20,2022-02-20 23:24:17.641414,2
3,10,ИНБО-01-20,2022-02-20 23:26:21.906770,2
1,12,ИНБО-15-20,2022-02-20 23:30:14.479047,2
1,7,ИВБО-08-20,2022-02-20 23:30:30.661585,2
3,26,ИКБО-01-20,2022-02-20 23:30:35.296979,2
2,12,ИНБО-15-20,2022-02-20 23:34:58.891991,2
0,1,ИКБО-06-20,2022-02-20 23:40:41.288057,2
3,12,ИНБО-15-20,2022-02-20 23:41:25.616146,2
2,7,ИВБО-08-20,2022-02-20 23:43:48.383558,2
4,25,ИНБО-01-20,2022-02-20 23:51:28.018722,2
0,14,ИКБО-06-20,2022-02-20 23:52:30.903559,2
0,9,ИНБО-01-20,2022-02-20 23:57:01.111478,2
4,12,ИНБО-15-20,2022-02-20 23:57:21.711378,2
1,9,ИНБО-01-20,2022-02-21 00:03:23.230431,2
3,7,ИВБО-08-20,2022-02-21 00:04:33.722361,2
1,1,ИКБО-06-20,2022-02-21 00:08:05.287846,2
4,7,ИВБО-08-20,2022-02-21 00:13:26.155332,2
4,24,ИНБО-01-20,2022-02-21 00:16:19.714172,2
4,10,ИНБО-01-20,2022-02-21 00:20:50.093538,2
1,14,ИКБО-06-20,2022-02-21 00:22:06.848798,2
2,9,ИНБО-01-20,2022-02-21 00:31:07.841207,2
3,9,ИНБО-01-20,2022-02-21 00:38:20.783797,2
4,9,ИНБО-01-20,2022-02-21 00:54:32.887313,2
0,4,ИКБО-19-20,2022-02-21 01:11:03.515383,2
0,8,ИКБО-02-20,2022-02-21 01:17:36.060163,2
1,4,ИКБО-19-20,2022-02-21 01:18:54.444665,2
1,8,ИКБО-02-20,2022-02-21 01:33:13.752169,2
3,4,ИКБО-19-20,2022-02-21 01:57:42.516129,2
4,4,ИКБО-19-20,2022-02-21 02:04:31.771768,2
0,29,ИКБО-01-20,2022-02-21 02:06:34.984628,2
1,29,ИКБО-01-20,2022-02-21 02:14:53.337798,2
2,29,ИКБО-01-20,2022-02-21 02:21:33.671038,2
3,29,ИКБО-01-20,2022-02-21 02:32:44.132355,2
2,8,ИКБО-02-20,2022-02-21 02:41:41.383472,2
3,8,ИКБО-02-20,2022-02-21 02:47:22.893582,2
2,14,ИКБО-02-20,2022-02-21 02:53:33.347724,2
0,14,ИКБО-02-20,2022-02-21 03:05:25.937873,2
0,9,ИКБО-04-20,2022-02-21 03:22:46.267330,2
4,8,ИКБО-02-20,2022-02-21 03:28:16.458881,2
1,9,ИКБО-04-20,2022-02-21 03:30:49.196250,2
2,9,ИКБО-04-20,2022-02-21 03:38:42.304854,2
3,9,ИКБО-04-20,2022-02-21 03:42:32.045177,2
4,9,ИКБО-04-20,2022-02-21 03:46:08.756886,2
4,14,ИКБО-02-20,2022-02-21 03:46:46.114283,2
1,14,ИКБО-02-20,2022-02-21 04:08:00.773447,2
3,14,ИКБО-02-20,2022-02-21 04:38:54.553465,2
0,0,ИНБО-06-20,2022-02-21 05:16:54.039316,2
0,27,ИНБО-15-20,2022-02-21 05:17:18.521581,2
1,0,ИНБО-06-20,2022-02-21 05:29:36.115082,2
1,27,ИНБО-15-20,2022-02-21 05:33:51.641590,2
2,0,ИНБО-06-20,2022-02-21 05:51:42.367228,2
2,27,ИНБО-15-20,2022-02-21 06:30:07.779133,2
0,15,ИВБО-06-20,2022-02-21 09:46:08.208242,2
0,39,ИВБО-06-20,2022-02-21 09:48:01.090017,2
0,5,ИВБО-06-20,2022-02-21 09:48:38.185107,2
0,6,ИВБО-06-20,2022-02-21 09:50:50.965135,2
0,13,ИВБО-06-20,2022-02-21 09:53:18.758298,2
0,8,ИВБО-06-20,2022-02-21 09:53:39.359064,2
0,25,ИВБО-06-20,2022-02-21 09:54:51.038848,2
0,22,ИВБО-06-20,2022-02-21 09:55:45.631663,2
0,7,ИВБО-06-20,2022-02-21 09:56:31.786789,2
1,6,ИВБО-06-20,2022-02-21 09:56:36.961599,2
0,26,ИВБО-06-20,2022-02-21 09:56:47.971034,2
1,15,ИВБО-06-20,2022-02-21 09:57:08.565450,2
0,9,ИВБО-06-20,2022-02-21 09:57:23.756241,2
1,5,ИВБО-06-20,2022-02-21 10:01:21.086204,2
0,20,ИВБО-06-20,2022-02-21 10:02:45.860670,2
0,24,ИВБО-06-20,2022-02-21 10:05:15.052037,2
1,22,ИВБО-06-20,2022-02-21 10:06:10.895606,2
1,26,ИВБО-06-20,2022-02-21 10:06:26.271362,2
1,8,ИВБО-06-20,2022-02-21 10:07:03.894125,2
0,27,ИВБО-06-20,2022-02-21 10:07:27.149753,2
0,30,ИВБО-06-20,2022-02-21 10:09:34.379205,2
0,14,ИВБО-06-20,2022-02-21 10:09:48.816114,2
1,25,ИВБО-06-20,2022-02-21 10:10:18.755199,2
1,15,ИКБО-01-20,2022-02-21 10:10:57.393647,2
2,15,ИВБО-06-20,2022-02-21 10:11:39.611930,2
0,23,ИНБО-05-20,2022-02-21 10:12:26.059297,2
0,16,ИВБО-06-20,2022-02-21 10:13:45.939129,2
